,place.name,place.country,periods.dateTimeISO,periods.tempF,periods.feelslikeF,periods.humidity
350,new york,us,2021-12-17T12:00:00-05:00,58.28,58.28,18
351,new york,us,2021-12-18T12:00:00-05:00,41.36,41.36,82
352,new york,us,2021-12-19T12:00:00-05:00,38.66,35.18,56
353,new york,us,2021-12-20T12:00:00-05:00,33.31,33.31,49
354,new york,us,2021-12-21T12:00:00-05:00,39.97,39.97,49
355,new york,us,2021-12-22T12:00:00-05:00,45.63,43.1,49
356,new york,us,2021-12-23T12:00:00-05:00,34.16,34.16,47
357,new york,us,2021-12-24T12:00:00-05:00,37.33,37.33,81
358,new york,us,2021-12-25T12:00:00-05:00,44.65,44.65,87
359,new york,us,2021-12-26T12:00:00-05:00,47.12,46.03,48
360,new york,us,2021-12-27T12:00:00-05:00,37.72,37.72,56
361,new york,us,2021-12-28T12:00:00-05:00,44.96,44.96,65
362,new york,us,2021-12-29T12:00:00-05:00,43.16,43.16,86
363,new york,us,2021-12-30T12:00:00-05:00,47.71,47.71,85
364,new york,us,2021-12-31T12:00:00-05:00,51.98,51.98,83
365,new york,us,2022-01-01T12:00:00-05:00,53.78,53.78,92
366,new york,us,2022-01-02T12:00:00-05:00,56.12,56.12,87
367,new york,us,2022-01-03T12:00:00-05:00,30.51,26.67,41
368,new york,us,2022-01-04T12:00:00-05:00,31.75,28.88,41
369,new york,us,2022-01-05T12:00:00-05:00,41.18,38.93,90
370,new york,us,2022-01-06T12:00:00-05:00,37.17,32.68,38
371,new york,us,2022-01-07T12:00:00-05:00,34.34,30.74,57
372,new york,us,2022-01-08T12:00:00-05:00,26.62,26.62,42
373,new york,us,2022-01-09T12:00:00-05:00,39.43,35.36,66
374,new york,us,2022-01-10T12:00:00-05:00,28.76,24.66,35
375,new york,us,2022-01-11T12:00:00-05:00,16.65,11.23,35
376,new york,us,2022-01-12T12:00:00-05:00,35.6,31.33,49
377,new york,us,2022-01-13T12:00:00-05:00,43.16,43.16,50
378,new york,us,2022-01-14T12:00:00-05:00,42.08,39.17,59
379,new york,us,2022-01-15T12:00:00-05:00,15.62,15.62,34
380,new york,us,2022-01-16T12:00:00-05:00,22.51,22.51,61
381,new york,us,2022-01-17T12:00:00-05:00,38.3,34.5,75
382,new york,us,2022-01-18T12:00:00-05:00,35.96,32.02,37
383,new york,us,2022-01-19T12:00:00-05:00,42.91,40.64,50
384,new york,us,2022-01-20T12:00:00-05:00,33.26,30.6,82
385,new york,us,2022-01-21T12:00:00-05:00,17.76,11.57,43
386,new york,us,2022-01-22T12:00:00-05:00,24.8,24.8,54
387,new york,us,2022-01-23T12:00:00-05:00,34.32,31.05,40
388,new york,us,2022-01-24T12:00:00-05:00,29.77,29.77,55
389,new york,us,2022-01-25T12:00:00-05:00,40.26,40.26,56
390,new york,us,2022-01-26T12:00:00-05:00,25.34,20.73,31
391,new york,us,2022-01-27T12:00:00-05:00,28.94,23.51,47
392,new york,us,2022-01-28T12:00:00-05:00,32.47,32.47,81
393,new york,us,2022-01-29T12:00:00-05:00,17.19,9.01,87
394,new york,us,2022-01-30T12:00:00-05:00,20.46,16.08,46
395,new york,us,2022-01-31T12:00:00-05:00,28.89,28.89,48
396,new york,us,2022-02-01T12:00:00-05:00,32.18,32.18,55
397,new york,us,2022-02-02T12:00:00-05:00,43.57,43.57,74
398,new york,us,2022-02-03T12:00:00-05:00,46.71,46.71,91
399,new york,us,2022-02-04T12:00:00-05:00,35.17,35.17,88
400,new york,us,2022-02-05T12:00:00-05:00,26.96,20.88,49
401,new york,us,2022-02-06T12:00:00-05:00,26.6,23.04,46
402,new york,us,2022-02-07T12:00:00-05:00,36.32,36.32,90
