,Start Date,place.name,place.country,periods.tempF,hour_Weather,kWh,hour_Energy,date,hour,day,month,year,month_date,season,hypo_temp,hypo_usage
149,2022-01-07 05:00:00.000000,new york,us,29.41,05:00:00,5.01,05:00:00.000000,2022-01-07,5,7,1,2022,107.0,winter,9.41,4.406663742180585
181,2022-01-08 13:00:00.000000,new york,us,28.22,13:00:00,1.81,13:00:00.000000,2022-01-08,13,8,1,2022,108.0,winter,8.219999999999999,4.46286145156736
190,2022-01-08 22:00:00.000000,new york,us,32.54,22:00:00,3.06,22:00:00.000000,2022-01-08,22,8,1,2022,108.0,winter,12.54,4.258849599003607
189,2022-01-08 21:00:00.000000,new york,us,31.71,21:00:00,2.6,21:00:00.000000,2022-01-08,21,8,1,2022,108.0,winter,11.71,4.298046320676735
188,2022-01-08 20:00:00.000000,new york,us,33.22,20:00:00,4.4,20:00:00.000000,2022-01-08,20,8,1,2022,108.0,winter,13.219999999999999,4.226736622211164
187,2022-01-08 19:00:00.000000,new york,us,33.39,19:00:00,2.52,19:00:00.000000,2022-01-08,19,8,1,2022,108.0,winter,13.39,4.218708378013054
186,2022-01-08 18:00:00.000000,new york,us,33.28,18:00:00,4.23,18:00:00.000000,2022-01-08,18,8,1,2022,108.0,winter,13.280000000000001,4.22390312425889
185,2022-01-08 17:00:00.000000,new york,us,33.44,17:00:00,2.93,17:00:00.000000,2022-01-08,17,8,1,2022,108.0,winter,13.439999999999998,4.216347129719492
184,2022-01-08 16:00:00.000000,new york,us,32.38,16:00:00,2.33,16:00:00.000000,2022-01-08,16,8,1,2022,108.0,winter,12.380000000000003,4.266405593543006
183,2022-01-08 15:00:00.000000,new york,us,31.46,15:00:00,3.65,15:00:00.000000,2022-01-08,15,8,1,2022,108.0,winter,11.46,4.309852562144545
182,2022-01-08 14:00:00.000000,new york,us,31.46,14:00:00,1.37,14:00:00.000000,2022-01-08,14,8,1,2022,108.0,winter,11.46,4.309852562144545
180,2022-01-08 12:00:00.000000,new york,us,26.62,12:00:00,3.55,12:00:00.000000,2022-01-08,12,8,1,2022,108.0,winter,6.620000000000001,4.5384213969613425
191,2022-01-08 23:00:00.000000,new york,us,33.26,23:00:00,3.49,23:00:00.000000,2022-01-08,23,8,1,2022,108.0,winter,13.259999999999998,4.224847623576315
178,2022-01-08 10:00:00.000000,new york,us,23.4,10:00:00,4.03,10:00:00.000000,2022-01-08,10,8,1,2022,108.0,winter,3.3999999999999986,4.6904857870667325
168,2022-01-08 00:00:00.000000,new york,us,26.62,00:00:00,4.51,00:00:00.000000,2022-01-08,0,8,1,2022,108.0,winter,6.620000000000001,4.5384213969613425
169,2022-01-08 01:00:00.000000,new york,us,26.26,01:00:00,2.64,01:00:00.000000,2022-01-08,1,8,1,2022,108.0,winter,6.260000000000002,4.555422384674989
170,2022-01-08 02:00:00.000000,new york,us,25.54,02:00:00,3.12,02:00:00.000000,2022-01-08,2,8,1,2022,108.0,winter,5.539999999999999,4.589424360102281
171,2022-01-08 03:00:00.000000,new york,us,24.3,03:00:00,4.77,03:00:00.000000,2022-01-08,3,8,1,2022,108.0,winter,4.300000000000001,4.647983317782617
172,2022-01-08 04:00:00.000000,new york,us,25.02,04:00:00,3.09,04:00:00.000000,2022-01-08,4,8,1,2022,108.0,winter,5.02,4.613981342355325
179,2022-01-08 11:00:00.000000,new york,us,26.08,11:00:00,2.0,11:00:00.000000,2022-01-08,11,8,1,2022,108.0,winter,6.079999999999998,4.5639228785318116
174,2022-01-08 06:00:00.000000,new york,us,24.66,06:00:00,3.4,06:00:00.000000,2022-01-08,6,8,1,2022,108.0,winter,4.66,4.630982330068971
175,2022-01-08 07:00:00.000000,new york,us,25.36,07:00:00,3.75,07:00:00.000000,2022-01-08,7,8,1,2022,108.0,winter,5.359999999999999,4.597924853959103
176,2022-01-08 08:00:00.000000,new york,us,21.42,08:00:00,3.24,08:00:00.000000,2022-01-08,8,8,1,2022,108.0,winter,1.4200000000000017,4.783991219491786
177,2022-01-08 09:00:00.000000,new york,us,22.48,09:00:00,2.16,09:00:00.000000,2022-01-08,9,8,1,2022,108.0,winter,2.4800000000000004,4.733932755668272
173,2022-01-08 05:00:00.000000,new york,us,26.1,05:00:00,5.16,05:00:00.000000,2022-01-08,5,8,1,2022,108.0,winter,6.100000000000001,4.562978379214386
205,2022-01-09 13:00:00.000000,new york,us,40.39,13:00:00,1.53,13:00:00.000000,2022-01-09,13,9,1,2022,109.0,winter,20.39,3.8881336169143803
206,2022-01-09 14:00:00.000000,new york,us,40.64,14:00:00,1.63,14:00:00.000000,2022-01-09,14,9,1,2022,109.0,winter,20.64,3.8763273754465706
207,2022-01-09 15:00:00.000000,new york,us,40.77,15:00:00,3.92,15:00:00.000000,2022-01-09,15,9,1,2022,109.0,winter,20.770000000000003,3.870188129883309
208,2022-01-09 16:00:00.000000,new york,us,40.71,16:00:00,2.43,16:00:00.000000,2022-01-09,16,9,1,2022,109.0,winter,20.71,3.873021627835584
209,2022-01-09 17:00:00.000000,new york,us,40.17,17:00:00,3.16,17:00:00.000000,2022-01-09,17,9,1,2022,109.0,winter,20.17,3.898523109406053
211,2022-01-09 19:00:00.000000,new york,us,38.84,19:00:00,3.19,19:00:00.000000,2022-01-09,19,9,1,2022,109.0,winter,18.840000000000003,3.9613323140148005
212,2022-01-09 20:00:00.000000,new york,us,39.43,20:00:00,2.65,20:00:00.000000,2022-01-09,20,9,1,2022,109.0,winter,19.43,3.93346958415077
213,2022-01-09 21:00:00.000000,new york,us,39.74,21:00:00,3.87,21:00:00.000000,2022-01-09,21,9,1,2022,109.0,winter,19.740000000000002,3.9188298447306855
214,2022-01-09 22:00:00.000000,new york,us,39.56,22:00:00,2.02,22:00:00.000000,2022-01-09,22,9,1,2022,109.0,winter,19.560000000000002,3.9273303385875087
204,2022-01-09 12:00:00.000000,new york,us,39.43,12:00:00,3.39,12:00:00.000000,2022-01-09,12,9,1,2022,109.0,winter,19.43,3.93346958415077
210,2022-01-09 18:00:00.000000,new york,us,40.1,18:00:00,3.69,18:00:00.000000,2022-01-09,18,9,1,2022,109.0,winter,20.1,3.9018288570170396
215,2022-01-09 23:00:00.000000,new york,us,39.81,23:00:00,1.84,23:00:00.000000,2022-01-09,23,9,1,2022,109.0,winter,19.810000000000002,3.915524097119699
203,2022-01-09 11:00:00.000000,new york,us,38.97,11:00:00,1.69,11:00:00.000000,2022-01-09,11,9,1,2022,109.0,winter,18.97,3.95519306845154
201,2022-01-09 09:00:00.000000,new york,us,36.68,09:00:00,3.24,09:00:00.000000,2022-01-09,9,9,1,2022,109.0,winter,16.68,4.063338240296678
200,2022-01-09 08:00:00.000000,new york,us,36.34,08:00:00,1.85,08:00:00.000000,2022-01-09,8,9,1,2022,109.0,winter,16.340000000000003,4.079394728692899
199,2022-01-09 07:00:00.000000,new york,us,35.2,07:00:00,2.9,07:00:00.000000,2022-01-09,7,9,1,2022,109.0,winter,15.200000000000003,4.133231189786111
198,2022-01-09 06:00:00.000000,new york,us,34.93,06:00:00,3.63,06:00:00.000000,2022-01-09,6,9,1,2022,109.0,winter,14.93,4.145981930571345
197,2022-01-09 05:00:00.000000,new york,us,34.03,05:00:00,2.77,05:00:00.000000,2022-01-09,5,9,1,2022,109.0,winter,14.030000000000001,4.188484399855461
196,2022-01-09 04:00:00.000000,new york,us,33.08,04:00:00,2.58,04:00:00.000000,2022-01-09,4,9,1,2022,109.0,winter,13.079999999999998,4.233348117433138
195,2022-01-09 03:00:00.000000,new york,us,33.08,03:00:00,4.12,03:00:00.000000,2022-01-09,3,9,1,2022,109.0,winter,13.079999999999998,4.233348117433138
194,2022-01-09 02:00:00.000000,new york,us,32.72,02:00:00,2.55,02:00:00.000000,2022-01-09,2,9,1,2022,109.0,winter,12.719999999999999,4.250349105146784
193,2022-01-09 01:00:00.000000,new york,us,31.87,01:00:00,4.08,01:00:00.000000,2022-01-09,1,9,1,2022,109.0,winter,11.870000000000001,4.290490326137337
192,2022-01-09 00:00:00.000000,new york,us,32.67,00:00:00,2.34,00:00:00.000000,2022-01-09,0,9,1,2022,109.0,winter,12.670000000000002,4.252710353440346
202,2022-01-09 10:00:00.000000,new york,us,38.01,10:00:00,1.74,10:00:00.000000,2022-01-09,10,9,1,2022,109.0,winter,18.009999999999998,4.000529035687929
230,2022-01-10 14:00:00.000000,new york,us,30.25,14:00:00,1.91,14:00:00.000000,2022-01-10,14,10,1,2022,110.0,winter,10.25,4.366994770848745
231,2022-01-10 15:00:00.000000,new york,us,29.84,15:00:00,3.98,15:00:00.000000,2022-01-10,15,10,1,2022,110.0,winter,9.84,4.3863570068559525
232,2022-01-10 16:00:00.000000,new york,us,28.58,16:00:00,2.68,16:00:00.000000,2022-01-10,16,10,1,2022,110.0,winter,8.579999999999998,4.445860463853714
233,2022-01-10 17:00:00.000000,new york,us,28.22,17:00:00,4.6,17:00:00.000000,2022-01-10,17,10,1,2022,110.0,winter,8.219999999999999,4.46286145156736
234,2022-01-10 18:00:00.000000,new york,us,28.94,18:00:00,3.16,18:00:00.000000,2022-01-10,18,10,1,2022,110.0,winter,8.940000000000001,4.428859476140068
239,2022-01-10 23:00:00.000000,new york,us,25.95,23:00:00,3.68,23:00:00.000000,2022-01-10,23,10,1,2022,110.0,winter,5.949999999999999,4.570062124095073
236,2022-01-10 20:00:00.000000,new york,us,28.6,20:00:00,5.04,20:00:00.000000,2022-01-10,20,10,1,2022,110.0,winter,8.600000000000001,4.444915964536289
237,2022-01-10 21:00:00.000000,new york,us,27.63,21:00:00,3.07,21:00:00.000000,2022-01-10,21,10,1,2022,110.0,winter,7.629999999999999,4.490724181431391
238,2022-01-10 22:00:00.000000,new york,us,26.6,22:00:00,4.29,22:00:00.000000,2022-01-10,22,10,1,2022,110.0,winter,6.600000000000001,4.539365896278767
229,2022-01-10 13:00:00.000000,new york,us,30.25,13:00:00,2.07,13:00:00.000000,2022-01-10,13,10,1,2022,110.0,winter,10.25,4.366994770848745
235,2022-01-10 19:00:00.000000,new york,us,28.76,19:00:00,2.95,19:00:00.000000,2022-01-10,19,10,1,2022,110.0,winter,8.760000000000002,4.437359969996891
228,2022-01-10 12:00:00.000000,new york,us,28.76,12:00:00,4.06,12:00:00.000000,2022-01-10,12,10,1,2022,110.0,winter,8.760000000000002,4.437359969996891
221,2022-01-10 05:00:00.000000,new york,us,35.55,05:00:00,2.5,05:00:00.000000,2022-01-10,5,10,1,2022,110.0,winter,15.549999999999997,4.116702451731178
226,2022-01-10 10:00:00.000000,new york,us,29.48,10:00:00,2.17,10:00:00.000000,2022-01-10,10,10,1,2022,110.0,winter,9.48,4.403357994569599
217,2022-01-10 01:00:00.000000,new york,us,41.18,01:00:00,1.97,01:00:00.000000,2022-01-10,1,10,1,2022,110.0,winter,21.18,3.8508258938761015
218,2022-01-10 02:00:00.000000,new york,us,40.46,02:00:00,1.93,02:00:00.000000,2022-01-10,2,10,1,2022,110.0,winter,20.46,3.8848278693033933
219,2022-01-10 03:00:00.000000,new york,us,39.74,03:00:00,3.71,03:00:00.000000,2022-01-10,3,10,1,2022,110.0,winter,19.740000000000002,3.9188298447306855
220,2022-01-10 04:00:00.000000,new york,us,36.16,04:00:00,1.98,04:00:00.000000,2022-01-10,4,10,1,2022,110.0,winter,16.159999999999997,4.087895222549722
216,2022-01-10 00:00:00.000000,new york,us,40.77,00:00:00,3.48,00:00:00.000000,2022-01-10,0,10,1,2022,110.0,winter,20.770000000000003,3.870188129883309
222,2022-01-10 06:00:00.000000,new york,us,32.49,06:00:00,3.98,06:00:00.000000,2022-01-10,6,10,1,2022,110.0,winter,12.490000000000002,4.261210847297169
223,2022-01-10 07:00:00.000000,new york,us,31.33,07:00:00,3.72,07:00:00.000000,2022-01-10,7,10,1,2022,110.0,winter,11.329999999999998,4.315991807707807
224,2022-01-10 08:00:00.000000,new york,us,30.79,08:00:00,2.31,08:00:00.000000,2022-01-10,8,10,1,2022,110.0,winter,10.79,4.341493289278276
225,2022-01-10 09:00:00.000000,new york,us,29.07,09:00:00,3.81,09:00:00.000000,2022-01-10,9,10,1,2022,110.0,winter,9.07,4.4227202305768065
227,2022-01-10 11:00:00.000000,new york,us,28.99,11:00:00,2.17,11:00:00.000000,2022-01-10,11,10,1,2022,110.0,winter,8.989999999999998,4.426498227846506
254,2022-01-11 14:00:00.000000,new york,us,19.92,14:00:00,2.41,14:00:00.000000,2022-01-11,14,11,1,2022,111.0,winter,-0.0799999999999983,4.854828668298644
263,2022-01-11 23:00:00.000000,new york,us,23.32,23:00:00,4.17,23:00:00.000000,2022-01-11,23,11,1,2022,111.0,winter,3.3200000000000003,4.694263784336432
262,2022-01-11 22:00:00.000000,new york,us,23.49,22:00:00,4.51,22:00:00.000000,2022-01-11,22,11,1,2022,111.0,winter,3.4899999999999984,4.686235540138321
261,2022-01-11 21:00:00.000000,new york,us,18.86,21:00:00,3.24,21:00:00.000000,2022-01-11,21,11,1,2022,111.0,winter,-1.1400000000000006,4.904887132122158
260,2022-01-11 20:00:00.000000,new york,us,20.08,20:00:00,4.61,20:00:00.000000,2022-01-11,20,11,1,2022,111.0,winter,0.0799999999999983,4.847272673759246
259,2022-01-11 19:00:00.000000,new york,us,22.77,19:00:00,3.28,19:00:00.000000,2022-01-11,19,11,1,2022,111.0,winter,2.7699999999999996,4.720237515565613
258,2022-01-11 18:00:00.000000,new york,us,22.23,18:00:00,4.51,18:00:00.000000,2022-01-11,18,11,1,2022,111.0,winter,2.2300000000000004,4.745738997136082
257,2022-01-11 17:00:00.000000,new york,us,22.23,17:00:00,3.7,17:00:00.000000,2022-01-11,17,11,1,2022,111.0,winter,2.2300000000000004,4.745738997136082
256,2022-01-11 16:00:00.000000,new york,us,23.18,16:00:00,2.88,16:00:00.000000,2022-01-11,16,11,1,2022,111.0,winter,3.1799999999999997,4.700875279558405
255,2022-01-11 15:00:00.000000,new york,us,21.31,15:00:00,4.44,15:00:00.000000,2022-01-11,15,11,1,2022,111.0,winter,1.3099999999999987,4.789185965737622
253,2022-01-11 13:00:00.000000,new york,us,19.94,13:00:00,4.35,13:00:00.000000,2022-01-11,13,11,1,2022,111.0,winter,-0.05999999999999872,4.853884168981219
252,2022-01-11 12:00:00.000000,new york,us,16.65,12:00:00,2.19,12:00:00.000000,2022-01-11,12,11,1,2022,111.0,winter,-3.3500000000000014,5.0092543066975965
240,2022-01-11 00:00:00.000000,new york,us,25.52,00:00:00,3.04,00:00:00.000000,2022-01-11,0,11,1,2022,111.0,winter,5.52,4.590368859419706
251,2022-01-11 11:00:00.000000,new york,us,16.63,11:00:00,3.24,11:00:00.000000,2022-01-11,11,11,1,2022,111.0,winter,-3.370000000000001,5.010198806015021
241,2022-01-11 01:00:00.000000,new york,us,26.56,01:00:00,5.15,01:00:00.000000,2022-01-11,1,11,1,2022,111.0,winter,6.559999999999999,4.5412548949136164
242,2022-01-11 02:00:00.000000,new york,us,23.25,02:00:00,3.7,02:00:00.000000,2022-01-11,2,11,1,2022,111.0,winter,3.25,4.697569531947418
244,2022-01-11 04:00:00.000000,new york,us,22.3,04:00:00,3.71,04:00:00.000000,2022-01-11,4,11,1,2022,111.0,winter,2.3000000000000007,4.742433249525095
245,2022-01-11 05:00:00.000000,new york,us,19.63,05:00:00,5.13,05:00:00.000000,2022-01-11,5,11,1,2022,111.0,winter,-0.370000000000001,4.868523908401304
243,2022-01-11 03:00:00.000000,new york,us,21.69,03:00:00,5.79,03:00:00.000000,2022-01-11,3,11,1,2022,111.0,winter,1.6900000000000013,4.771240478706551
247,2022-01-11 07:00:00.000000,new york,us,19.81,07:00:00,2.71,07:00:00.000000,2022-01-11,7,11,1,2022,111.0,winter,-0.19000000000000128,4.8600234145444805
248,2022-01-11 08:00:00.000000,new york,us,16.72,08:00:00,4.95,08:00:00.000000,2022-01-11,8,11,1,2022,111.0,winter,-3.280000000000001,5.005948559086609
249,2022-01-11 09:00:00.000000,new york,us,17.24,09:00:00,2.88,09:00:00.000000,2022-01-11,9,11,1,2022,111.0,winter,-2.7600000000000016,4.981391576833565
250,2022-01-11 10:00:00.000000,new york,us,16.16,10:00:00,3.91,10:00:00.000000,2022-01-11,10,11,1,2022,111.0,winter,-3.84,5.032394539974503
246,2022-01-11 06:00:00.000000,new york,us,19.17,06:00:00,2.79,06:00:00.000000,2022-01-11,6,11,1,2022,111.0,winter,-0.8299999999999983,4.890247392702073
281,2022-01-12 17:00:00.000000,new york,us,41.61,17:00:00,2.3,17:00:00.000000,2022-01-12,17,12,1,2022,112.0,winter,21.61,3.8305191585514686
278,2022-01-12 14:00:00.000000,new york,us,42.08,14:00:00,1.7,14:00:00.000000,2022-01-12,14,12,1,2022,112.0,winter,22.08,3.808323424591986
279,2022-01-12 15:00:00.000000,new york,us,41.23,15:00:00,1.56,15:00:00.000000,2022-01-12,15,12,1,2022,112.0,winter,21.229999999999997,3.8484646455825393
280,2022-01-12 16:00:00.000000,new york,us,41.13,16:00:00,3.69,16:00:00.000000,2022-01-12,16,12,1,2022,112.0,winter,21.130000000000003,3.8531871421696633
282,2022-01-12 18:00:00.000000,new york,us,41.49,18:00:00,3.5,18:00:00.000000,2022-01-12,18,12,1,2022,112.0,winter,21.490000000000002,3.8361861544560174
277,2022-01-12 13:00:00.000000,new york,us,38.82,13:00:00,3.11,13:00:00.000000,2022-01-12,13,12,1,2022,112.0,winter,18.82,3.9622768133322257
284,2022-01-12 20:00:00.000000,new york,us,41.02,20:00:00,2.97,20:00:00.000000,2022-01-12,20,12,1,2022,112.0,winter,21.020000000000003,3.8583818884154994
285,2022-01-12 21:00:00.000000,new york,us,40.28,21:00:00,2.22,21:00:00.000000,2022-01-12,21,12,1,2022,112.0,winter,20.28,3.8933283631602165
286,2022-01-12 22:00:00.000000,new york,us,39.38,22:00:00,3.88,22:00:00.000000,2022-01-12,22,12,1,2022,112.0,winter,19.380000000000003,3.9358308324443314
287,2022-01-12 23:00:00.000000,new york,us,40.64,23:00:00,2.24,23:00:00.000000,2022-01-12,23,12,1,2022,112.0,winter,20.64,3.8763273754465706
283,2022-01-12 19:00:00.000000,new york,us,41.61,19:00:00,2.7,19:00:00.000000,2022-01-12,19,12,1,2022,112.0,winter,21.61,3.8305191585514686
276,2022-01-12 12:00:00.000000,new york,us,35.6,12:00:00,1.57,12:00:00.000000,2022-01-12,12,12,1,2022,112.0,winter,15.600000000000001,4.114341203437616
275,2022-01-12 11:00:00.000000,new york,us,35.13,11:00:00,2.34,11:00:00.000000,2022-01-12,11,12,1,2022,112.0,winter,15.130000000000003,4.136536937397098
274,2022-01-12 10:00:00.000000,new york,us,31.51,10:00:00,2.74,10:00:00.000000,2022-01-12,10,12,1,2022,112.0,winter,11.510000000000002,4.307491313850983
273,2022-01-12 09:00:00.000000,new york,us,31.05,09:00:00,1.89,09:00:00.000000,2022-01-12,9,12,1,2022,112.0,winter,11.05,4.329214798151753
272,2022-01-12 08:00:00.000000,new york,us,28.78,08:00:00,3.6,08:00:00.000000,2022-01-12,8,12,1,2022,112.0,winter,8.780000000000001,4.436415470679466
271,2022-01-12 07:00:00.000000,new york,us,26.98,07:00:00,2.67,07:00:00.000000,2022-01-12,7,12,1,2022,112.0,winter,6.98,4.521420409247696
270,2022-01-12 06:00:00.000000,new york,us,27.27,06:00:00,4.44,06:00:00.000000,2022-01-12,6,12,1,2022,112.0,winter,7.27,4.507725169145037
269,2022-01-12 05:00:00.000000,new york,us,26.78,05:00:00,3.52,05:00:00.000000,2022-01-12,5,12,1,2022,112.0,winter,6.780000000000001,4.530865402421944
268,2022-01-12 04:00:00.000000,new york,us,24.98,04:00:00,3.19,04:00:00.000000,2022-01-12,4,12,1,2022,112.0,winter,4.98,4.615870340990175
267,2022-01-12 03:00:00.000000,new york,us,24.93,03:00:00,5.08,03:00:00.000000,2022-01-12,3,12,1,2022,112.0,winter,4.93,4.618231589283736
266,2022-01-12 02:00:00.000000,new york,us,24.44,02:00:00,3.08,02:00:00.000000,2022-01-12,2,12,1,2022,112.0,winter,4.440000000000001,4.641371822560644
265,2022-01-12 01:00:00.000000,new york,us,23.9,01:00:00,5.11,01:00:00.000000,2022-01-12,1,12,1,2022,112.0,winter,3.8999999999999986,4.666873304131113
264,2022-01-12 00:00:00.000000,new york,us,25.16,00:00:00,3.43,00:00:00.000000,2022-01-12,0,12,1,2022,112.0,winter,5.16,4.607369847133351
302,2022-01-13 14:00:00.000000,new york,us,46.45,14:00:00,3.27,14:00:00.000000,2022-01-13,14,13,1,2022,113.0,winter,26.450000000000003,3.6019503237346715
303,2022-01-13 15:00:00.000000,new york,us,44.29,15:00:00,1.65,15:00:00.000000,2022-01-13,15,13,1,2022,113.0,winter,24.29,3.7039562500165477
304,2022-01-13 16:00:00.000000,new york,us,43.57,16:00:00,1.97,16:00:00.000000,2022-01-13,16,13,1,2022,113.0,winter,23.57,3.73795822544384
305,2022-01-13 17:00:00.000000,new york,us,43.38,17:00:00,3.43,17:00:00.000000,2022-01-13,17,13,1,2022,113.0,winter,23.380000000000003,3.7469309689593753
306,2022-01-13 18:00:00.000000,new york,us,43.93,18:00:00,2.43,18:00:00.000000,2022-01-13,18,13,1,2022,113.0,winter,23.93,3.720957237730194
311,2022-01-13 23:00:00.000000,new york,us,41.25,23:00:00,3.15,23:00:00.000000,2022-01-13,23,13,1,2022,113.0,winter,21.25,3.847520146265115
308,2022-01-13 20:00:00.000000,new york,us,43.23,20:00:00,3.21,20:00:00.000000,2022-01-13,20,13,1,2022,113.0,winter,23.229999999999997,3.7540147138400615
309,2022-01-13 21:00:00.000000,new york,us,42.62,21:00:00,3.29,21:00:00.000000,2022-01-13,21,13,1,2022,113.0,winter,22.619999999999997,3.782821943021517
310,2022-01-13 22:00:00.000000,new york,us,41.59,22:00:00,2.08,22:00:00.000000,2022-01-13,22,13,1,2022,113.0,winter,21.590000000000003,3.831463657868893
301,2022-01-13 13:00:00.000000,new york,us,46.56,13:00:00,1.56,13:00:00.000000,2022-01-13,13,13,1,2022,113.0,winter,26.560000000000002,3.5967555774888353
307,2022-01-13 19:00:00.000000,new york,us,42.21,19:00:00,2.2,19:00:00.000000,2022-01-13,19,13,1,2022,113.0,winter,22.21,3.802184179028725
300,2022-01-13 12:00:00.000000,new york,us,43.16,12:00:00,1.51,12:00:00.000000,2022-01-13,12,13,1,2022,113.0,winter,23.159999999999997,3.757320461451048
299,2022-01-13 11:00:00.000000,new york,us,41.58,11:00:00,3.33,11:00:00.000000,2022-01-13,11,13,1,2022,113.0,winter,21.58,3.8319359075276056
298,2022-01-13 10:00:00.000000,new york,us,38.77,10:00:00,1.64,10:00:00.000000,2022-01-13,10,13,1,2022,113.0,winter,18.770000000000003,3.9646380616257875
289,2022-01-13 01:00:00.000000,new york,us,40.82,01:00:00,2.34,01:00:00.000000,2022-01-13,1,13,1,2022,113.0,winter,20.82,3.8678268815897474
290,2022-01-13 02:00:00.000000,new york,us,38.12,02:00:00,2.45,02:00:00.000000,2022-01-13,2,13,1,2022,113.0,winter,18.119999999999997,3.995334289442093
291,2022-01-13 03:00:00.000000,new york,us,38.73,03:00:00,4.01,03:00:00.000000,2022-01-13,3,13,1,2022,113.0,winter,18.729999999999997,3.9665270602606375
292,2022-01-13 04:00:00.000000,new york,us,38.07,04:00:00,2.51,04:00:00.000000,2022-01-13,4,13,1,2022,113.0,winter,18.07,3.997695537735655
288,2022-01-13 00:00:00.000000,new york,us,41.31,00:00:00,3.93,00:00:00.000000,2022-01-13,0,13,1,2022,113.0,winter,21.310000000000002,3.84468664831284
294,2022-01-13 06:00:00.000000,new york,us,37.41,06:00:00,2.54,06:00:00.000000,2022-01-13,6,13,1,2022,113.0,winter,17.409999999999997,4.028864015210673
295,2022-01-13 07:00:00.000000,new york,us,36.63,07:00:00,2.31,07:00:00.000000,2022-01-13,7,13,1,2022,113.0,winter,16.630000000000003,4.065699488590239
